Date & Time;City Hall - Durban;City Hall - Durban;Settlers;Settlers;Wentworth;Wentworth
;PM10;PM2.5;PM10;PM2.5;PM10;PM2.5
;µg/m3;µg/m3;µg/m3;µg/m3;µg/m3;µg/m3
01/01/2019 00:00;31,6;14,1;OffScan;OffScan;23,2;11,1
01/01/2019 01:00;27,9;11,4;OffScan;OffScan;22,1;10,5
01/01/2019 02:00;27,3;11,9;OffScan;OffScan;23,1;11
01/01/2019 03:00;29,9;12,1;OffScan;OffScan;24;11,1
01/01/2019 04:00;34;14,1;OffScan;OffScan;26,3;12,8
01/01/2019 05:00;41,4;16,4;OffScan;OffScan;29,5;13,5
01/01/2019 06:00;51;18,1;OffScan;OffScan;32,8;13,9
01/01/2019 07:00;50,3;17,2;OffScan;OffScan;32,7;13,8
01/01/2019 08:00;35,9;14,1;OffScan;OffScan;32,6;15,2
01/01/2019 09:00;40,2;14,7;OffScan;OffScan;32,8;17
01/01/2019 10:00;35,1;12,5;OffScan;OffScan;28,1;14,5
01/01/2019 11:00;28,9;10,7;OffScan;OffScan;26,7;12,1
01/01/2019 12:00;32,9;11,7;OffScan;OffScan;25,7;11,7
01/01/2019 13:00;30,5;11,6;OffScan;OffScan;22,9;11,2
01/01/2019 14:00;30,7;11,7;OffScan;OffScan;24,5;11,7
01/01/2019 15:00;32,6;12,3;OffScan;OffScan;<Samp;<Samp
01/01/2019 16:00;34,5;13,8;OffScan;OffScan;<Samp;<Samp
01/01/2019 17:00;40,2;15,9;OffScan;OffScan;NoData;NoData
01/01/2019 18:00;45,5;17,1;OffScan;OffScan;NoData;NoData
01/01/2019 19:00;43,3;17,4;OffScan;OffScan;NoData;NoData
01/01/2019 20:00;45,2;18,4;OffScan;OffScan;NoData;NoData
01/01/2019 21:00;39,9;18,1;OffScan;OffScan;<Samp;<Samp
01/01/2019 22:00;52,8;20,5;OffScan;OffScan;53,1;23,7
01/01/2019 23:00;43,3;18,4;OffScan;OffScan;38,1;19,9
02/01/2019 00:00;37,4;16,4;OffScan;OffScan;38,1;18,6
02/01/2019 01:00;36,3;15,8;OffScan;OffScan;34;17,2
02/01/2019 02:00;33,4;14,5;OffScan;OffScan;36,2;17,1
02/01/2019 03:00;38,9;16;OffScan;OffScan;38,6;16,9
02/01/2019 04:00;34,4;13,7;OffScan;OffScan;36,3;15,5
02/01/2019 05:00;32,1;12,7;OffScan;OffScan;38,4;15,1
02/01/2019 06:00;33,7;12,7;OffScan;OffScan;34,9;14,6
02/01/2019 07:00;31,7;12,1;OffScan;OffScan;29,3;14
02/01/2019 08:00;33,8;11,5;OffScan;OffScan;26,7;10,3
02/01/2019 09:00;31,6;9,2;OffScan;OffScan;25,5;8,9
02/01/2019 10:00;30,6;8,9;OffScan;OffScan;31,1;10
02/01/2019 11:00;29,5;9,1;OffScan;OffScan;33,2;11,6
02/01/2019 12:00;25,8;8,7;OffScan;OffScan;31,1;11,9
02/01/2019 13:00;20,7;7,5;OffScan;OffScan;23,1;8,6
02/01/2019 14:00;18,5;6,5;OffScan;OffScan;27,6;11,1
02/01/2019 15:00;22,9;7,5;OffScan;OffScan;22;9,2
02/01/2019 16:00;30,3;8,6;OffScan;OffScan;20,3;8,2
02/01/2019 17:00;16,1;7;OffScan;OffScan;17,5;7,5
02/01/2019 18:00;15,5;6,7;OffScan;OffScan;15,6;6,7
02/01/2019 19:00;19,2;8,2;OffScan;OffScan;21,6;8,7
02/01/2019 20:00;19,5;8;OffScan;OffScan;22,3;8,1
02/01/2019 21:00;19,6;7,8;OffScan;OffScan;20,8;8,3
02/01/2019 22:00;18,3;7,1;OffScan;OffScan;15,1;6,5
02/01/2019 23:00;13,1;6;OffScan;OffScan;12,8;5,7
03/01/2019 00:00;16,4;5,9;OffScan;OffScan;11,2;4,6
03/01/2019 01:00;13,5;5,6;OffScan;OffScan;11,9;5,2
03/01/2019 02:00;14,3;5,6;OffScan;OffScan;12,3;5,2
03/01/2019 03:00;18,6;6,2;OffScan;OffScan;13,4;5,5
03/01/2019 04:00;14,3;5,8;OffScan;OffScan;13,3;5,7
03/01/2019 05:00;13,1;5,5;OffScan;OffScan;12,3;5,1
03/01/2019 06:00;15,8;6,2;OffScan;OffScan;14,5;5,7
03/01/2019 07:00;31,6;9,3;OffScan;OffScan;18,8;6,6
03/01/2019 08:00;23,2;7,7;OffScan;OffScan;18,8;6,8
03/01/2019 09:00;34,9;10,1;OffScan;OffScan;19,4;7
03/01/2019 10:00;16,7;6,6;OffScan;OffScan;12,4;5,6
03/01/2019 11:00;16,9;6,3;OffScan;OffScan;14,3;5,7
03/01/2019 12:00;22;7;OffScan;OffScan;18,5;6,3
03/01/2019 13:00;24,7;7,6;OffScan;OffScan;24,8;7,7
03/01/2019 14:00;27,6;8;OffScan;OffScan;22,1;7,4
03/01/2019 15:00;27,5;8,5;OffScan;OffScan;22,4;7,5
03/01/2019 16:00;24,9;7,9;OffScan;OffScan;20,1;7,7
03/01/2019 17:00;28,1;9,2;OffScan;OffScan;25,9;8,9
03/01/2019 18:00;34,8;10,1;OffScan;OffScan;27,3;9,1
03/01/2019 19:00;51,5;13,6;OffScan;OffScan;25,2;9,5
03/01/2019 20:00;73,5;18,5;OffScan;OffScan;37,5;11,9
03/01/2019 21:00;57,8;15;OffScan;OffScan;28,7;9,9
03/01/2019 22:00;25,6;9,6;OffScan;OffScan;30;10,4
03/01/2019 23:00;72,9;16,9;OffScan;OffScan;28;9,7
04/01/2019 00:00;60,5;15,1;OffScan;OffScan;39,1;11,7
04/01/2019 01:00;48;13,5;OffScan;OffScan;33,7;11,6
04/01/2019 02:00;59,5;17,6;OffScan;OffScan;35,1;12
04/01/2019 03:00;75,2;21,8;OffScan;OffScan;39,7;14
04/01/2019 04:00;56,2;18,4;OffScan;OffScan;38,1;14,4
04/01/2019 05:00;42;13,4;OffScan;OffScan;28,4;10,6
04/01/2019 06:00;36,6;11,8;OffScan;OffScan;28,5;10,3
04/01/2019 07:00;53,3;14,2;OffScan;OffScan;27,8;10,3
04/01/2019 08:00;47,7;13,1;OffScan;OffScan;24,7;9,7
04/01/2019 09:00;33,7;11,5;OffScan;OffScan;24,9;9,8
04/01/2019 10:00;30,9;11,5;OffScan;OffScan;24,9;9,5
04/01/2019 11:00;33,6;11;OffScan;OffScan;23,7;9,6
04/01/2019 12:00;37,3;11,5;OffScan;OffScan;24,3;9,3
04/01/2019 13:00;33,8;10,9;OffScan;OffScan;24,3;9,8
04/01/2019 14:00;31,3;11,2;OffScan;OffScan;24,4;9,8
04/01/2019 15:00;38,7;13,1;OffScan;OffScan;27,1;10,6
04/01/2019 16:00;46,8;15,2;OffScan;OffScan;31,6;12
04/01/2019 17:00;45,5;15,1;OffScan;OffScan;31,3;12,3
04/01/2019 18:00;47,3;16;OffScan;OffScan;31,3;12,8
04/01/2019 19:00;44;15,5;OffScan;OffScan;32,4;13,1
04/01/2019 20:00;42,3;15,6;OffScan;OffScan;32;13,2
04/01/2019 21:00;40,2;14,6;OffScan;OffScan;30,9;12,4
04/01/2019 22:00;45,3;15,9;OffScan;OffScan;31,3;13
04/01/2019 23:00;41;15,4;OffScan;OffScan;30,8;13,4
05/01/2019 00:00;35,7;13,9;OffScan;OffScan;24,3;10,8
05/01/2019 01:00;39,3;14,6;OffScan;OffScan;30,4;13
05/01/2019 02:00;39,9;15,3;OffScan;OffScan;27,7;12,1
05/01/2019 03:00;31,4;12,9;OffScan;OffScan;26,4;11,2
05/01/2019 04:00;34,7;14,2;OffScan;OffScan;24,4;10,8
05/01/2019 05:00;35,6;15,5;OffScan;OffScan;21,5;10,1
05/01/2019 06:00;39,8;16;OffScan;OffScan;26;12,9
05/01/2019 07:00;43,9;16,1;OffScan;OffScan;27,3;13,2
05/01/2019 08:00;36,7;14,2;OffScan;OffScan;38,8;16,2
05/01/2019 09:00;30,8;11,3;OffScan;OffScan;25,3;10,6
05/01/2019 10:00;28,3;10,3;OffScan;OffScan;29,4;11,7
05/01/2019 11:00;32,3;10,9;OffScan;OffScan;37,1;14,8
05/01/2019 12:00;28,5;10,2;OffScan;OffScan;33,9;13,2
05/01/2019 13:00;27,8;10,3;OffScan;OffScan;34,5;13,3
05/01/2019 14:00;33,5;11,5;OffScan;OffScan;31,3;12,1
05/01/2019 15:00;40,1;13,1;OffScan;OffScan;36,3;13,4
05/01/2019 16:00;46,4;13,2;OffScan;OffScan;37,4;13,7
05/01/2019 17:00;37,6;12,4;OffScan;OffScan;33,3;11,9
05/01/2019 18:00;35;11,2;OffScan;OffScan;31,8;11,6
05/01/2019 19:00;32,9;11,6;OffScan;OffScan;31,4;12,8
05/01/2019 20:00;33,1;12;OffScan;OffScan;33,6;15,1
05/01/2019 21:00;31;12,5;OffScan;OffScan;41,1;20,7
05/01/2019 22:00;28,2;10,8;OffScan;OffScan;30,5;12,8
05/01/2019 23:00;32,6;10,6;OffScan;OffScan;30;14,1
06/01/2019 00:00;25,6;10,1;OffScan;OffScan;27,7;12,8
06/01/2019 01:00;30,6;10,3;OffScan;OffScan;28;11,4
06/01/2019 02:00;43,5;13,8;OffScan;OffScan;24,2;11,3
06/01/2019 03:00;33,5;12;OffScan;OffScan;19,2;8,6
06/01/2019 04:00;19,1;8,5;OffScan;OffScan;16,1;7,7
06/01/2019 05:00;29,3;7,3;OffScan;OffScan;14,6;6,5
06/01/2019 06:00;24,3;6,2;OffScan;OffScan;13,2;5,4
06/01/2019 07:00;17,7;4,1;OffScan;OffScan;12,3;3,8
06/01/2019 08:00;25,6;4,6;OffScan;OffScan;14,8;4,7
06/01/2019 09:00;21,8;5,5;OffScan;OffScan;16,9;6,1
06/01/2019 10:00;18,6;5,8;OffScan;OffScan;19,2;6,3
06/01/2019 11:00;19,7;6,6;OffScan;OffScan;21,8;7,3
06/01/2019 12:00;18,8;6,8;OffScan;OffScan;19,8;7,2
06/01/2019 13:00;23,4;7,6;OffScan;OffScan;22,6;7,6
06/01/2019 14:00;23,6;7,6;OffScan;OffScan;23,4;8
06/01/2019 15:00;21,3;7,8;OffScan;OffScan;20,7;8
06/01/2019 16:00;24,9;8,3;OffScan;OffScan;23,4;8,2
06/01/2019 17:00;24,2;8,3;OffScan;OffScan;24;8,2
06/01/2019 18:00;25;8,3;OffScan;OffScan;21,5;7,6
06/01/2019 19:00;23;8,2;OffScan;OffScan;21,9;7,7
06/01/2019 20:00;24,1;8,2;OffScan;OffScan;24,9;8,1
06/01/2019 21:00;23,2;8,6;OffScan;OffScan;24,2;7,9
06/01/2019 22:00;31,4;12,4;OffScan;OffScan;28,1;12,8
06/01/2019 23:00;32;11,6;OffScan;OffScan;27,1;13,3
07/01/2019 00:00;25,7;9,8;OffScan;OffScan;19,1;8,7
07/01/2019 01:00;29;9,3;OffScan;OffScan;18,3;8,3
07/01/2019 02:00;24,7;8,3;OffScan;OffScan;20,1;9,3
07/01/2019 03:00;19,2;7,5;OffScan;OffScan;18,4;7,8
07/01/2019 04:00;19,1;7,6;OffScan;OffScan;20,1;8,7
07/01/2019 05:00;26,5;8,5;OffScan;OffScan;30,4;13,1
07/01/2019 06:00;27,9;8,9;OffScan;OffScan;27,8;10,7
07/01/2019 07:00;28,1;8,8;OffScan;OffScan;24,8;8,3
07/01/2019 08:00;23,2;7,7;OffScan;OffScan;24,4;8
07/01/2019 09:00;22,3;8,1;OffScan;OffScan;20;7,3
07/01/2019 10:00;22,4;8,8;OffScan;OffScan;20,1;7,6
07/01/2019 11:00;20,4;7,4;OffScan;OffScan;17,1;6,6
07/01/2019 12:00;18,6;6,6;OffScan;OffScan;15,6;6
07/01/2019 13:00;20;6,8;OffScan;OffScan;15,3;5,9
07/01/2019 14:00;23,8;7,2;OffScan;OffScan;15,4;6
07/01/2019 15:00;22,5;7,5;OffScan;OffScan;18;6,9
07/01/2019 16:00;20,7;7,5;OffScan;OffScan;17,9;7,1
07/01/2019 17:00;21;7,5;OffScan;OffScan;17,9;6,9
07/01/2019 18:00;21,3;7,1;OffScan;OffScan;16,6;6,9
07/01/2019 19:00;19,5;6,6;OffScan;OffScan;20;6,9
07/01/2019 20:00;19,6;6,8;OffScan;OffScan;21,4;7,4
07/01/2019 21:00;19,4;6,8;OffScan;OffScan;26,6;8,7
07/01/2019 22:00;21,3;7;OffScan;OffScan;27,2;8,3
07/01/2019 23:00;31,1;9,4;OffScan;OffScan;28,7;8,6
08/01/2019 00:00;33,4;10;OffScan;OffScan;28,5;9,6
08/01/2019 01:00;34,6;10,6;OffScan;OffScan;37,8;13,7
08/01/2019 02:00;37,1;11,2;OffScan;OffScan;31,7;10,4
08/01/2019 03:00;30,3;10,1;OffScan;OffScan;31,8;10,3
08/01/2019 04:00;26,9;9;OffScan;OffScan;30;11,3
08/01/2019 05:00;23,4;8,3;OffScan;OffScan;30,2;11,2
08/01/2019 06:00;23,7;8,4;OffScan;OffScan;28,4;10,7
08/01/2019 07:00;25;8,6;OffScan;OffScan;25,6;9
08/01/2019 08:00;22,3;7,9;OffScan;OffScan;21,7;7,9
08/01/2019 09:00;21,9;7,5;OffScan;OffScan;20,5;7,6
08/01/2019 10:00;19,7;7,4;OffScan;OffScan;19,9;7,5
08/01/2019 11:00;24,7;7,8;OffScan;OffScan;18;7,4
08/01/2019 12:00;20,3;7,1;OffScan;OffScan;18,3;6,8
08/01/2019 13:00;21,6;7,9;OffScan;OffScan;15,9;6,6
08/01/2019 14:00;20,4;7,2;OffScan;OffScan;16,8;7
08/01/2019 15:00;18,9;6,3;OffScan;OffScan;19;6,9
08/01/2019 16:00;16,9;6,1;OffScan;OffScan;23;7,7
08/01/2019 17:00;16;6;OffScan;OffScan;14,8;6,7
08/01/2019 18:00;14,1;5,4;OffScan;OffScan;12,4;5,5
08/01/2019 19:00;12,9;5,2;OffScan;OffScan;14,6;6
08/01/2019 20:00;15,3;5,3;OffScan;OffScan;20,2;9,1
08/01/2019 21:00;28,4;7,6;OffScan;OffScan;28,4;9,6
08/01/2019 22:00;34,1;9,5;OffScan;OffScan;37,6;13,1
08/01/2019 23:00;25,9;8;OffScan;OffScan;32,6;12,3
09/01/2019 00:00;41,4;12,4;OffScan;OffScan;59,8;34,4
09/01/2019 01:00;47,8;19,3;OffScan;OffScan;59,6;36,7
09/01/2019 02:00;34,1;17,2;OffScan;OffScan;39,1;21,6
09/01/2019 03:00;27,2;12,2;OffScan;OffScan;30,5;16
09/01/2019 04:00;23,6;11,2;OffScan;OffScan;28,4;15
09/01/2019 05:00;29,8;12,8;OffScan;OffScan;28,4;14,9
09/01/2019 06:00;24,8;11,7;OffScan;OffScan;20,2;10,6
09/01/2019 07:00;12,6;5,7;OffScan;OffScan;12,1;5,4
09/01/2019 08:00;10,4;4,5;OffScan;OffScan;9,2;4
09/01/2019 09:00;10,2;4,2;OffScan;OffScan;9,3;3,9
09/01/2019 10:00;10,7;4,3;OffScan;OffScan;10;4,2
09/01/2019 11:00;9,5;4,1;OffScan;OffScan;11,7;5,1
09/01/2019 12:00;9,6;4,4;OffScan;OffScan;11,3;4,4
09/01/2019 13:00;9,8;4,3;OffScan;OffScan;10,8;4,2
09/01/2019 14:00;10,1;4,3;OffScan;OffScan;11,3;4,6
09/01/2019 15:00;9,8;4,2;OffScan;OffScan;9,6;4,5
09/01/2019 16:00;12;4,4;OffScan;OffScan;8,9;4,5
09/01/2019 17:00;10,2;4,2;OffScan;OffScan;8,9;4,3
09/01/2019 18:00;11,7;4,5;OffScan;OffScan;10;4,6
09/01/2019 19:00;11,3;4,4;OffScan;OffScan;9,5;4,4
09/01/2019 20:00;12,3;4,7;OffScan;OffScan;10,2;4,4
09/01/2019 21:00;12,9;4,8;OffScan;OffScan;11,9;4,9
09/01/2019 22:00;16,1;6,2;OffScan;OffScan;17,3;6,1
09/01/2019 23:00;16,8;6,3;OffScan;OffScan;12,7;5,1
10/01/2019 00:00;13,1;4,8;OffScan;OffScan;11,1;5
10/01/2019 01:00;14,5;5,4;OffScan;OffScan;12,6;4,8
10/01/2019 02:00;14,9;5,8;OffScan;OffScan;15,7;6,6
10/01/2019 03:00;12,3;5,5;OffScan;OffScan;15,1;6,8
10/01/2019 04:00;14,6;6,4;OffScan;OffScan;13,1;7
10/01/2019 05:00;18,2;6,6;OffScan;OffScan;13,8;6,4
10/01/2019 06:00;20,8;7;OffScan;OffScan;17,8;7,1
10/01/2019 07:00;21,6;7,6;OffScan;OffScan;17,5;7,3
10/01/2019 08:00;20,7;8,6;OffScan;OffScan;20,4;8,2
10/01/2019 09:00;23,9;8,8;OffScan;OffScan;21,8;9,3
10/01/2019 10:00;25,2;9,9;OffScan;OffScan;22,1;9,5
10/01/2019 11:00;28,6;11,1;OffScan;OffScan;24,4;10,2
10/01/2019 12:00;28,9;11,6;OffScan;OffScan;32;12,6
10/01/2019 13:00;31,6;11,2;OffScan;OffScan;39;15,9
10/01/2019 14:00;33,4;12,2;OffScan;OffScan;35,6;15,5
10/01/2019 15:00;28,8;11,8;OffScan;OffScan;39,5;17,4
10/01/2019 16:00;28,6;11,8;OffScan;OffScan;40,4;17,7
10/01/2019 17:00;31,6;11,7;OffScan;OffScan;36,9;15,7
10/01/2019 18:00;36,5;12,4;OffScan;OffScan;29,5;13,7
10/01/2019 19:00;38,1;13,4;OffScan;OffScan;31,4;14,4
10/01/2019 20:00;37,2;13;OffScan;OffScan;31,1;13,6
10/01/2019 21:00;35,8;11,3;OffScan;OffScan;26,5;11,1
10/01/2019 22:00;35;10,8;OffScan;OffScan;27,2;10,8
10/01/2019 23:00;26,2;8,9;OffScan;OffScan;24,9;9,2
11/01/2019 00:00;25,9;7,9;OffScan;OffScan;19,9;8
11/01/2019 01:00;21,5;7,3;OffScan;OffScan;19,2;7,3
11/01/2019 02:00;28,8;7,7;OffScan;OffScan;22,8;7,2
11/01/2019 03:00;27,5;8,5;OffScan;OffScan;19,2;6,6
11/01/2019 04:00;23,4;7,8;OffScan;OffScan;14,8;6,4
11/01/2019 05:00;23,1;7,3;OffScan;OffScan;14,8;6,3
11/01/2019 06:00;25;8,1;OffScan;OffScan;21;8,1
11/01/2019 07:00;24,7;8;OffScan;OffScan;21,8;7,6
11/01/2019 08:00;22,8;7;OffScan;OffScan;22;7,1
11/01/2019 09:00;23,2;7,6;OffScan;OffScan;18,5;6,6
11/01/2019 10:00;27,9;8,7;OffScan;OffScan;18,2;6,5
11/01/2019 11:00;23,1;7,4;OffScan;OffScan;18,3;6,4
11/01/2019 12:00;25,4;9,8;OffScan;OffScan;16;6,2
11/01/2019 13:00;19,9;6,6;OffScan;OffScan;17,2;6,6
11/01/2019 14:00;21,7;7;OffScan;OffScan;18;6,5
11/01/2019 15:00;30,3;7,2;OffScan;OffScan;16,5;6,3
11/01/2019 16:00;26,8;7,2;OffScan;OffScan;21,4;8,1
11/01/2019 17:00;19,6;7;OffScan;OffScan;15,4;6,5
11/01/2019 18:00;19,8;7,3;OffScan;OffScan;17,3;7,2
11/01/2019 19:00;19;7,9;OffScan;OffScan;18,8;8,6
11/01/2019 20:00;19,9;8,6;OffScan;OffScan;19;9,1
11/01/2019 21:00;22,8;8,8;OffScan;OffScan;22;9,5
11/01/2019 22:00;29,4;10,9;OffScan;OffScan;31;11,9
11/01/2019 23:00;22,5;11,7;OffScan;OffScan;29;13,3
12/01/2019 00:00;27,7;13,2;OffScan;OffScan;36,6;15,6
12/01/2019 01:00;24,9;11,6;OffScan;OffScan;29;14
12/01/2019 02:00;24,3;10,9;OffScan;OffScan;51,1;19
12/01/2019 03:00;20,6;10,5;OffScan;OffScan;57,7;24,6
12/01/2019 04:00;37,9;14,4;OffScan;OffScan;51,9;26,4
12/01/2019 05:00;45,1;16,6;OffScan;OffScan;32,7;15,1
12/01/2019 06:00;116,6;22,7;OffScan;OffScan;73,7;19,9
12/01/2019 07:00;88,7;19,1;OffScan;OffScan;53,6;16,5
12/01/2019 08:00;84,3;20,1;OffScan;OffScan;51,3;18
12/01/2019 09:00;55,9;18;OffScan;OffScan;41,6;17,1
12/01/2019 10:00;45,4;15,2;OffScan;OffScan;37,1;14,9
12/01/2019 11:00;35,6;13;OffScan;OffScan;34,3;13,2
12/01/2019 12:00;38,2;12,9;OffScan;OffScan;42,8;15,5
12/01/2019 13:00;37,4;12,3;OffScan;OffScan;42,2;15,2
12/01/2019 14:00;35,8;11,9;OffScan;OffScan;35,5;12,7
12/01/2019 15:00;31,2;10,6;OffScan;OffScan;30;11,1
12/01/2019 16:00;29,3;10,2;OffScan;OffScan;32;10,7
12/01/2019 17:00;31,9;10;OffScan;OffScan;31,7;10,3
12/01/2019 18:00;36,9;11,5;OffScan;OffScan;31,6;11,1
12/01/2019 19:00;38;12,1;OffScan;OffScan;32,9;11,6
12/01/2019 20:00;31,8;10,5;OffScan;OffScan;33,2;11,7
12/01/2019 21:00;32,9;10,8;OffScan;OffScan;34;12
12/01/2019 22:00;30,8;10,8;OffScan;OffScan;33,6;11,8
12/01/2019 23:00;31,2;10,7;OffScan;OffScan;26,9;10,5
13/01/2019 00:00;34,4;11,5;OffScan;OffScan;29,5;11,4
13/01/2019 01:00;33,5;11,7;OffScan;OffScan;33,6;12,8
13/01/2019 02:00;32,3;11,1;OffScan;OffScan;35,2;12,3
13/01/2019 03:00;44,4;13,3;OffScan;OffScan;38;13
13/01/2019 04:00;45,3;13,8;OffScan;OffScan;35,1;12,9
13/01/2019 05:00;60;17,1;OffScan;OffScan;39,6;14,5
13/01/2019 06:00;50,2;15,5;OffScan;OffScan;40,5;14,3
13/01/2019 07:00;42,6;13,9;OffScan;OffScan;34,3;12,7
13/01/2019 08:00;37,4;12,6;OffScan;OffScan;27,5;11,3
13/01/2019 09:00;46,6;12,6;OffScan;OffScan;28,9;10,8
13/01/2019 10:00;<Samp;<Samp;OffScan;OffScan;30,9;11,4
13/01/2019 11:00;InVld;InVld;OffScan;OffScan;32,5;12,1
13/01/2019 12:00;<Samp;<Samp;OffScan;OffScan;32;12
13/01/2019 13:00;35,7;11,9;OffScan;OffScan;31,9;11,8
13/01/2019 14:00;38,3;11,8;OffScan;OffScan;32;12,1
13/01/2019 15:00;33,2;12,1;OffScan;OffScan;32,2;12,1
13/01/2019 16:00;32,2;11;OffScan;OffScan;30,2;11,5
13/01/2019 17:00;35,6;11,3;OffScan;OffScan;31,3;11,5
13/01/2019 18:00;31;11,2;OffScan;OffScan;28,3;11
13/01/2019 19:00;28,9;10,9;OffScan;OffScan;31,8;12,3
13/01/2019 20:00;34;13;OffScan;OffScan;31,5;14,3
13/01/2019 21:00;40,1;14,3;OffScan;OffScan;37;15,8
13/01/2019 22:00;42,2;19;OffScan;OffScan;44,6;23,4
13/01/2019 23:00;36,1;13,5;OffScan;OffScan;30,1;14,2
14/01/2019 00:00;26,9;10,7;OffScan;OffScan;26;11,5
14/01/2019 01:00;26,5;10;OffScan;OffScan;23,6;10,2
14/01/2019 02:00;24,6;9,6;OffScan;OffScan;23,1;10
14/01/2019 03:00;23,2;9,1;OffScan;OffScan;21,5;9,6
14/01/2019 04:00;24,6;9,2;OffScan;OffScan;22,6;9,7
14/01/2019 05:00;25,6;9,9;OffScan;OffScan;22,5;9,9
14/01/2019 06:00;25,3;9,5;OffScan;OffScan;24,9;10,3
14/01/2019 07:00;34,5;10,3;OffScan;OffScan;29,3;10,9
14/01/2019 08:00;31,8;10,5;OffScan;OffScan;29,2;10,9
14/01/2019 09:00;31,4;10,5;OffScan;OffScan;28,1;10,3
14/01/2019 10:00;28,3;10,3;OffScan;OffScan;27,4;11,2
14/01/2019 11:00;30,6;11,7;OffScan;OffScan;28,6;11,5
14/01/2019 12:00;25,6;8,7;OffScan;OffScan;21,8;8,7
14/01/2019 13:00;21,8;8,3;OffScan;OffScan;22,1;8,6
14/01/2019 14:00;23,1;8,8;OffScan;OffScan;22;9
14/01/2019 15:00;24;9,1;OffScan;OffScan;22;9
14/01/2019 16:00;32,3;11;OffScan;OffScan;23,1;9,3
14/01/2019 17:00;26,8;9,9;OffScan;OffScan;22,5;9,3
14/01/2019 18:00;24,3;9,4;OffScan;OffScan;22,5;9,3
14/01/2019 19:00;24,1;9,3;OffScan;OffScan;23,8;10
14/01/2019 20:00;22,7;9,3;OffScan;OffScan;25,7;10,6
14/01/2019 21:00;22,8;8,9;OffScan;OffScan;23,7;9,7
14/01/2019 22:00;21,6;9;OffScan;OffScan;20,8;9,2
14/01/2019 23:00;24,9;10,1;OffScan;OffScan;18,3;9,1
15/01/2019 00:00;27;11,2;OffScan;OffScan;11,8;6,6
15/01/2019 01:00;12,7;7,2;OffScan;OffScan;11,1;6,1
15/01/2019 02:00;12,7;7;OffScan;OffScan;12,3;6,5
15/01/2019 03:00;10,8;5,8;OffScan;OffScan;9,4;5,1
15/01/2019 04:00;11,2;6;OffScan;OffScan;9,4;5,2
15/01/2019 05:00;12,2;6,9;OffScan;OffScan;12,6;7,2
15/01/2019 06:00;14,8;7,6;OffScan;OffScan;13,8;8,1
15/01/2019 07:00;22,4;11,7;OffScan;OffScan;16,8;8,9
15/01/2019 08:00;25,4;12,6;OffScan;OffScan;16,6;10,2
15/01/2019 09:00;20,2;8,3;OffScan;OffScan;13,3;7,2
15/01/2019 10:00;15,5;6,3;OffScan;OffScan;9,1;5,1
15/01/2019 11:00;16,6;6,1;OffScan;OffScan;9,8;5,2
15/01/2019 12:00;18,9;7,1;OffScan;OffScan;10,9;4,9
15/01/2019 13:00;19,1;7,7;OffScan;OffScan;12,4;5,6
15/01/2019 14:00;22,5;8,6;OffScan;OffScan;12,2;6
15/01/2019 15:00;22,7;8,9;OffScan;OffScan;11,9;6
15/01/2019 16:00;13,5;6,7;OffScan;OffScan;11,3;5,4
15/01/2019 17:00;10,6;5,8;OffScan;OffScan;9,6;4,8
15/01/2019 18:00;11,3;6;OffScan;OffScan;10,6;5,3
15/01/2019 19:00;9,8;5,1;OffScan;OffScan;13,1;6,3
15/01/2019 20:00;10,1;5,2;OffScan;OffScan;10,2;5
15/01/2019 21:00;12,4;6;OffScan;OffScan;11,3;5,5
15/01/2019 22:00;13,6;6,3;OffScan;OffScan;17,1;7,7
15/01/2019 23:00;16;7;OffScan;OffScan;17,6;7,6
16/01/2019 00:00;13,2;5,9;OffScan;OffScan;15,5;6,8
16/01/2019 01:00;13,6;6,1;OffScan;OffScan;16;6,6
16/01/2019 02:00;13,9;5,8;OffScan;OffScan;16,3;6,8
16/01/2019 03:00;17;6,6;OffScan;OffScan;16,2;6,6
16/01/2019 04:00;15,5;6,2;OffScan;OffScan;13,5;5,5
16/01/2019 05:00;21,4;7,8;OffScan;OffScan;19,7;7,6
16/01/2019 06:00;23,8;8,2;OffScan;OffScan;19,7;7,9
16/01/2019 07:00;28,5;8,4;OffScan;OffScan;22;8,1
16/01/2019 08:00;29;8,9;OffScan;OffScan;19,1;7
16/01/2019 09:00;20,7;6,8;OffScan;OffScan;19,5;6,7
16/01/2019 10:00;24,4;7;OffScan;OffScan;16;6
16/01/2019 11:00;23,8;7,7;OffScan;OffScan;19,1;7,3
16/01/2019 12:00;21,7;7,2;OffScan;OffScan;18,3;7,1
16/01/2019 13:00;24,5;7,8;OffScan;OffScan;20,4;7
16/01/2019 14:00;20;7,2;OffScan;OffScan;19,1;7,2
16/01/2019 15:00;17,1;6,3;OffScan;OffScan;15,8;6,8
16/01/2019 16:00;14,4;6,5;OffScan;OffScan;13,4;5,8
16/01/2019 17:00;17,4;7,8;OffScan;OffScan;19,7;8,4
16/01/2019 18:00;22,4;8,9;OffScan;OffScan;23,9;10,1
16/01/2019 19:00;26,1;8,4;OffScan;OffScan;22,3;10,4
16/01/2019 20:00;18,2;7,8;OffScan;OffScan;21;8,8
16/01/2019 21:00;21;8;OffScan;OffScan;20,1;8
16/01/2019 22:00;20,1;8,5;OffScan;OffScan;21,8;9
